DEPTH,GR,RLA1,RLA2,RLA3,RLA4,RLA5,RT_HRLT,RHOB,TNPH,Vsh,Sw,Por,LogRt,LogPhiT,LogSwT
3057.906,116.6542,3.233,4.6536,6.1906,8.0925,12.1767,19.4149,2.4012,0.245,0.571,0.4088,0.1357,2.966040813,-0.867420152,-0.388489113
3058,61.4554,,,,,,,2.2703,0.1342,0.1651,0.3594,0.1963,2.943654461,-1.628111178,-1.023319305
3058.0584,107.4334,4.0359,5.8809,8.1843,10.5088,16.211,25.7088,2.4296,0.2457,0.5032,0.4513,0.1247,3.246833346,-0.904133547,-0.345534666
3058.1,65.2206,,,,,,,2.2969,0.1372,0.1928,0.3851,0.1859,2.883363927,-1.682546384,-0.954252238
3058.2,69.5387,,,,,,,2.322,0.1408,0.2245,0.4044,0.175,2.875060695,-1.742969305,-0.905350792
3058.2108,103.6241,2.9556,4.3024,5.9452,7.5344,11.5989,18.2781,2.4357,0.2405,0.4752,0.5221,0.1261,2.905703622,-0.899284913,-0.282246307
3058.3,71.1924,,,,,,,2.314,0.1395,0.2367,0.3993,0.1786,2.859368302,-1.722606611,-0.918042265
3058.3632,102.1487,2.7061,3.984,5.485,6.9509,10.7189,16.9028,2.4118,0.2454,0.4643,0.4591,0.1453,2.827479289,-0.837734386,-0.338092707
3058.4,71.3354,,,,,,,2.2976,0.1382,0.2378,0.3846,0.1853,2.870871751,-1.685779146,-0.955551446
3058.5,69.4378,,,,,,,2.2735,0.1378,0.2238,0.3599,0.1945,2.928635817,-1.637323116,-1.021929064
3058.5156,105.7141,2.8889,4.1917,5.6241,7.262,11.2106,18.0546,2.3822,0.2379,0.4905,0.4238,0.156,2.8934005,-0.806875402,-0.372839048
3058.6,67.0119,,,,,,,2.2499,0.1406,0.206,0.3445,0.2046,2.937138713,-1.586698425,-1.065661189
3058.668,104.4853,2.7855,3.8242,5.2549,6.7637,10.4693,17.1545,2.3642,0.2372,0.4815,0.4222,0.1631,2.84226053,-0.787546039,-0.374481771
3058.7,64.3463,,,,,,,2.2313,0.1458,0.1864,0.3346,0.2128,2.936746308,-1.547402522,-1.09481949
3058.8,61.3791,,,,,,,2.2233,0.1553,0.1646,0.3313,0.2166,2.936051269,-1.529702944,-1.10473097
3058.8204,104.3789,2.8258,3.861,5.2944,6.8357,10.4926,17.1581,2.349,0.2495,0.4807,0.4014,0.1708,2.842470365,-0.767512134,-0.396422632
3058.9,61.6914,,,,,,,2.215,0.1687,0.1668,0.3139,0.2182,3.037109314,-1.522343206,-1.158680815
3058.9728,103.7642,2.6617,3.7747,4.9446,6.4559,9.7437,15.6799,2.3353,0.251,0.4762,0.4186,0.1761,2.752379637,-0.754240644,-0.378200776
3059,62.7753,,,,,,,2.1993,0.1797,0.1748,0.2932,0.2229,3.140062028,-1.501032039,-1.226900309
3059.1,63.6746,,,,,,,2.1641,0.1814,0.1814,0.2697,0.2364,3.205567663,-1.442229993,-1.310445049
3059.1252,101.6906,2.551,3.7058,4.8473,6.3087,9.2965,14.4834,2.33,0.2519,0.461,0.4215,0.1792,2.673003166,-0.746661995,-0.375202421
3059.2,65.1873,,,,,,,2.1334,0.1738,0.1926,0.2493,0.2478,3.280711948,-1.39513331,-1.389098288
3059.2776,96.9872,2.7256,4.0469,5.411,6.8613,9.9929,15.0603,2.3408,0.2469,0.4264,0.4169,0.1693,2.712062142,-0.771343042,-0.379968105
3059.3,66.3316,,,,,,,2.1118,0.1625,0.201,0.2314,0.255,3.380790572,-1.366491734,-1.463607464
3059.4,65.4838,,,,,,,2.1165,0.1483,0.1947,0.2174,0.2504,3.549637502,-1.38469564,-1.526016304
3059.43,92.6842,3.5626,5.4171,7.2832,9.1589,13.1864,19.7404,2.3563,0.2575,0.3947,0.3977,0.1666,2.982667297,-0.778325003,-0.400444409
3059.5,65.8118,,,,,,,2.1428,0.1427,0.1971,0.2354,0.2408,3.45089507,-1.423788566,-1.446469084
3059.5824,91.7006,2.9366,4.1358,5.544,6.8377,9.6128,14.3483,2.3593,0.2681,0.3875,0.4693,0.1679,2.663631468,-0.774949304,-0.328549446
3059.6,66.7246,,,,,,,2.1732,0.1426,0.2039,0.2632,0.2306,3.290842936,-1.467070671,-1.33484108
3059.7,68.0161,,,,,,,2.1789,0.1515,0.2134,0.2432,0.2246,3.499660163,-1.493434237,-1.413871129
3059.7348,89.7345,2.8381,3.8817,5.3356,6.4511,8.9056,13.2256,2.3563,0.2894,0.373,0.4558,0.1737,2.582154345,-0.760200182,-0.341225679
3059.8,67.8758,,,,,,,2.1629,0.153,0.2123,0.2368,0.2313,3.502826946,-1.46403971,-1.440539376
3059.8872,83.3415,2.7533,3.8385,4.9878,6.1145,8.2884,12.18,2.3786,0.3004,0.326,0.5486,0.1513,2.499795262,-0.820161072,-0.260744197
3059.9,66.5226,,,,,,,2.1348,0.1484,0.2024,0.2322,0.2441,3.452121775,-1.410177302,-1.46015621
3060,62.1133,,,,,,,2.1034,0.1295,0.17,0.2017,0.2541,3.697046017,-1.370027389,-1.600973834
3060.0396,84.0791,2.8554,4.0317,5.1771,6.3779,8.4757,12.3696,2.4507,0.2962,0.3315,0.7044,0.1011,2.51524185,-0.995248844,-0.152180653
3060.1,56.973,,,,,,,2.0844,0.1119,0.1322,0.1844,0.2602,3.869848013,-1.346304713,-1.690647968
3060.192,89.2505,3.7843,5.7895,7.6035,9.5572,12.6329,18.473,2.5204,0.2932,0.3695,0.7603,0.0699,2.916310207,-1.155522824,-0.11901501
3060.2,51.5347,,,,,,,2.0747,0.096,0.0922,0.1739,0.2632,4.00431044,-1.33484108,-1.749274858
3060.3,48.1805,,,,,,,2.0789,0.0886,0.0675,0.1671,0.2602,4.131772002,-1.346304713,-1.789162843
3060.3444,88.7463,3.4723,5.5986,7.8036,9.9579,13.4766,19.8635,2.4995,0.2888,0.3658,0.6069,0.1045,2.988883877,-0.98088371,-0.216882863
3060.4,45.1538,,,,,,,2.0847,0.0846,0.0452,0.1619,0.2568,4.246378718,-1.359457707,-1.820776418
3060.4968,84.1974,2.6448,3.9907,5.6133,7.0486,9.4701,14.0345,2.4051,0.2815,0.3323,0.4695,0.1674,2.641518584,-0.776244546,-0.328364403
3060.5,42.4021,,,,,,,2.0915,0.0835,0.025,0.1579,0.2532,4.347770279,-1.373575589,-1.845793358
3060.6,40.0588,,,,,,,2.0941,0.0845,0.0078,0.1583,0.2522,4.366717546,-1.377532855,-1.843263312
3060.6492,82.9742,2.9488,4.3751,6.2508,7.6964,10.274,15.2041,2.3166,0.2658,0.3233,0.3684,0.2097,2.721565128,-0.67840157,-0.433680378
3060.7,37.5978,,,,,,,2.0959,0.0853,0,0.1575,0.2513,4.393189102,-1.381107834,-1.848329821
3060.8,35.0228,,,,,,,2.097,0.0859,0,0.1556,0.2505,4.426354477,-1.384296358,-1.860466667
3060.8016,91.2072,3.0447,4.6021,6.3503,7.9265,10.5044,15.4208,2.305,0.2569,0.3839,0.3811,0.1927,2.735717247,-0.715118285,-0.418961051
3060.9,34.5995,,,,,,,2.0992,0.0862,0,0.1557,0.2495,4.432445234,-1.388296364,-1.8598242
3060.954,95.7561,3.7293,6.5454,8.8123,11.145,14.7824,20.9618,2.344,0.255,0.4173,0.3698,0.1709,3.042701734,-0.767257937,-0.432033093
3061,34.5083,,,,,,,2.1024,0.0865,0,0.1565,0.2482,4.431269078,-1.393520406,-1.854699269
3061.1,34.7658,,,,,,,2.1068,0.0869,0,0.1582,0.2464,4.422034298,-1.400799047,-1.843895224
3061.1064,99.8133,3.3121,5.8475,7.7593,9.6228,12.7043,17.7945,2.3766,0.2571,0.4472,0.4459,0.155,2.878889421,-0.809668302,-0.350762528
3061.2,35.7093,,,,,,,2.1047,0.0872,0,0.1544,0.2468,4.473102864,-1.399176987,-1.868208641
3061.2588,94.9837,3.308,5.6511,7.8455,9.8564,12.9972,18.6644,2.3849,0.2614,0.4116,0.4078,0.159,2.926617966,-0.798602876,-0.389552779
3061.3,36.1872,,,,,,,2.1028,0.0875,0,0.1504,0.247,4.529862417,-1.398366942,-1.894456867
3061.4,35.9337,,,,,,,2.1017,0.0877,0,0.1464,0.2469,4.58944113,-1.398771883,-1.921412677
3061.4112,95.5984,3.3244,5.3925,7.9733,9.8433,13.151,19.1582,2.3622,0.2543,0.4162,0.3961,0.1729,2.952730822,-0.762205007,-0.402195158
3061.5,35.5394,,,,,,,2.1013,0.0882,0,0.1427,0.2466,4.650603293,-1.399987688,-1.947010754
3061.5636,90.2965,2.8183,4.371,6.4548,7.8961,10.5862,15.5454,2.3318,0.2508,0.3772,0.4018,0.1878,2.743764775,-0.726304412,-0.395990068
3061.6,34.9457,,,,,,,2.1037,0.0882,0,0.1419,0.2454,4.671421302,-1.404865747,-1.952632695
3061.7,34.0346,,,,,,,2.111,0.0873,0,0.1463,0.2427,4.62434026,-1.415929166,-1.922095971
3061.716,89.6102,3.2837,5.2968,7.7939,10.042,13.4718,19.9814,2.3135,0.2436,0.3721,0.322,0.1934,2.994801841,-0.71354353,-0.492144128
3061.8,32.9104,,,,,,,2.1109,0.0874,0,0.1463,0.2428,4.624973794,-1.41551722,-1.922095971
3061.8684,77.5619,3.8085,6.5569,9.6174,12.9026,17.6342,26.2094,2.3075,0.236,0.2835,0.3164,0.1937,3.266118125,-0.712870379,-0.499763525
3061.9,31.7457,,,,,,,2.1114,0.0879,0,0.146,0.2425,4.631742981,-1.416753569,-1.924148657
3062,30.581,,,,,,,2.1164,0.0883,0,0.1471,0.2404,4.631742981,-1.425451076,-1.916642651
3062.0208,74.9813,3.1828,5.606,8.0304,10.9496,14.9284,22.0898,2.309,0.236,0.2646,0.3386,0.1961,3.095115964,-0.707522406,-0.470313046
3062.1,29.7112,,,,,,,2.1151,0.0894,0,0.1467,0.2409,4.63312479,-1.423373369,-1.919365594
3062.1732,76.2437,3.1366,5.7053,8.4872,11.6128,15.7914,23.2453,2.3071,0.2465,0.2739,0.3111,0.2008,3.146102961,-0.697236292,-0.507099989
3062.2,29.0404,,,,,,,2.1152,0.0918,0,0.1472,0.241,4.625815595,-1.422958345,-1.915963073
3062.3,28.7017,,,,,,,2.1237,0.0972,0,0.1511,0.2377,4.593112787,-1.436745905,-1.88981341
3062.3256,85.2185,3.071,5.53,8.6017,11.7749,16.3284,24.2149,2.2976,0.2611,0.3398,0.3119,0.2073,3.186968146,-0.683400698,-0.505984625
3062.4,36.2666,,,,,,,2.1464,0.104,0,0.1591,0.2286,4.554283125,-1.475781528,-1.838222344
3062.478,81.1755,2.604,4.4353,7.005,9.413,12.9387,19.3155,2.2893,0.2658,0.3101,0.3397,0.2114,2.960907882,-0.674895017,-0.468904453
3062.5,46.1753,,,,,,,2.1789,0.1131,0.0528,0.167,0.2147,4.50959057,-1.538513574,-1.789761467
3062.6,54.7522,,,,,,,2.2292,0.1287,0.1158,0.1824,0.1932,4.453500426,-1.644029357,-1.701553201
3062.6304,78.056,2.607,4.4863,7.0787,9.2797,12.4704,18.386,2.2924,0.2593,0.2872,0.3418,0.2077,2.911589505,-0.682563503,-0.466227942
3062.7,62.5364,,,,,,,2.2731,0.1435,0.1731,0.2294,0.1779,4.069846931,-1.726533684,-1.472288074
3062.7828,72.8924,2.8401,5.0532,7.7642,10.1693,13.4699,19.6338,2.3109,0.2522,0.2492,0.3513,0.1964,2.977252571,-0.706858517,-0.45432185
3062.8,67.5461,,,,,,,2.3071,0.158,0.2099,0.3283,0.1732,3.342473037,-1.753308283,-1.113827454
3062.9,60.8668,,,,,,,2.3066,0.1731,0.1608,0.3182,0.1727,3.443988636,-1.756199294,-1.145075163
3062.9352,74.6136,2.8731,5.3342,7.9982,10.539,13.7864,19.8523,2.328,0.234,0.2619,0.3657,0.1858,2.988319869,-0.73095429,-0.43687504
3063,56.2438,,,,,,,2.291,0.182,0.1268,0.3002,0.1786,3.528117803,-1.722606611,-1.20330636
3063.0876,71.1645,2.9233,5.5672,8.5232,11.0578,14.3191,20.4761,2.3361,0.2278,0.2365,0.3666,0.1837,3.019258352,-0.735890844,-0.435807539
3063.1,52.8238,,,,,,,2.268,0.1869,0.1016,0.2803,0.1876,3.601083224,-1.673443242,-1.271894821
3063.2,50.011,,,,,,,2.2499,0.1868,0.081,0.2654,0.1946,3.665313956,-1.636809109,-1.326517157
3063.24,70.0471,2.8936,5.2408,8.1513,10.4279,13.4303,19.4012,2.3334,0.2279,0.2283,0.3782,0.1856,2.96533492,-0.731422028,-0.422278475
3063.3,48.4628,,,,,,,2.2337,0.186,0.0696,0.2514,0.2006,3.733989044,-1.606442403,-1.380709983
3063.3924,69.4324,2.7816,4.7242,7.4473,9.4946,12.1133,17.7607,2.328,0.2315,0.2238,0.3864,0.1894,2.876988151,-0.722620025,-0.412962882
3063.4,47.7897,,,,,,,2.2194,0.1851,0.0646,0.2399,0.2059,3.790205593,-1.580364665,-1.427533109
3063.5,47.5058,,,,,,,2.2129,0.1866,0.0625,0.2483,0.2102,3.676981453,-1.559695821,-1.393117586
3063.5448,72.5255,2.7249,4.4976,7.1225,9.1218,11.5289,17.0679,2.3292,0.2426,0.2465,0.3885,0.1875,2.837199506,-0.726998728,-0.410608977
3063.6,48.0849,,,,,,,2.2126,0.1902,0.0668,0.2607,0.2122,3.550872346,-1.550226053,-1.344384958
3063.6972,78.5467,3.0762,5.1115,7.9548,10.7617,13.5619,20.3802,2.3319,0.2502,0.2908,0.3478,0.1828,3.014563841,-0.738023809,-0.458670422
3063.7,49.4449,,,,,,,2.218,0.1955,0.0768,0.2773,0.212,3.411157613,-1.551169004,-1.282655326
3063.8,53.5967,,,,,,,2.2394,0.1988,0.1073,0.2907,0.2032,3.369004714,-1.593564563,-1.235463471
3063.8496,83.2186,3.5385,6.1799,9.5279,13.2842,17.15,25.7118,2.3328,0.2562,0.3251,0.3312,0.1826,3.24695003,-0.738499227,-0.479909672
3063.9,59.0456,,,,,,,2.2611,0.2002,0.1474,0.312,0.1952,3.268107796,-1.633730605,-1.164752091
3064,65.7711,,,,,,,2.283,0.1999,0.1968,0.3453,0.1885,3.089263599,-1.668657272,-1.063341675
3064.002,85.6569,3.1363,5.3853,8.093,11.022,14.2782,21.26,2.3232,0.2669,0.3431,0.3555,0.1909,3.056827373,-0.719194072,-0.449160395
3064.1,73.2123,,,,,,,2.2998,0.2002,0.2516,0.3765,0.1839,2.92527762,-1.693363147,-0.976837232
3064.1544,82.9661,3.0934,5.2043,7.7806,10.3108,13.3441,19.7718,2.309,0.2656,0.3233,0.3358,0.1997,2.98425668,-0.699621935,-0.473919308
3064.2,80.3158,,,,,,,2.3067,0.2016,0.3038,0.4012,0.1836,2.771838441,-1.694995801,-0.913295223
3064.3,86.999,,,,,,,2.3018,0.2043,0.3529,0.4135,0.1879,2.647032585,-1.671845373,-0.883097765
3064.3068,75.9469,3.3213,5.6293,8.4219,10.9573,14.3291,21.0582,2.2967,0.2694,0.2717,0.3305,0.2068,3.047290033,-0.684449466,-0.480828536
3064.4,88.4319,,,,,,,2.2919,0.2107,0.3635,0.4236,0.1952,2.524591999,-1.633730605,-0.858965665
3064.4592,73.2627,3.3346,5.7784,8.3052,10.72,13.9383,20.1758,2.2942,0.2662,0.2519,0.3313,0.2061,3.004483866,-0.685922008,-0.479778564
3064.5,87.728,,,,,,,2.2781,0.2173,0.3583,0.4359,0.2054,2.375491629,-1.582795981,-0.83034242
3064.6,84.4795,,,,,,,2.2591,0.2237,0.3344,0.4528,0.2197,2.180485253,-1.5154923,-0.792304752
3064.6116,73.6315,3.3759,6.1143,8.417,10.8297,13.9459,19.8093,2.301,0.2738,0.2546,0.3465,0.2033,2.986151524,-0.691862621,-0.460296761
3064.7,82.138,,,,,,,2.2518,0.2342,0.3172,0.4551,0.2247,2.134355773,-1.4929891,-0.787238104
3064.764,74.9832,3.4481,6.2842,8.5078,10.9549,13.8446,19.6063,2.3132,0.2496,0.2646,0.3478,0.1953,2.975850943,-0.709297757,-0.458670422
3064.8,81.3239,,,,,,,2.2497,0.2415,0.3112,0.435,0.222,2.25433978,-1.505077897,-0.832409248
3064.9,83.0135,,,,,,,2.254,0.2423,0.3236,0.3927,0.2113,2.5556369,-1.554476354,-0.934709317
3064.9164,75.1062,3.6483,6.4237,9.0745,11.5897,14.6202,20.9886,2.3163,0.2463,0.2655,0.3487,0.1949,3.043979433,-0.710188161,-0.457548053
3065,85.0459,,,,,,,2.2687,0.2446,0.3386,0.3804,0.201,2.706021478,-1.604450371,-0.966531948
3065.0688,80.1872,3.3175,5.3821,7.711,9.6125,11.9976,17.3926,2.3163,0.241,0.3028,0.3819,0.1932,2.856044828,-0.713992878,-0.418050342
3065.1,86.9899,,,,,,,2.2845,0.2429,0.3529,0.3815,0.1925,2.771913494,-1.647659125,-0.963644428
3065.2,88.5903,,,,,,,2.2981,0.2317,0.3646,0.3986,0.1878,2.720847959,-1.672377712,-0.919796871
3065.2212,87.0841,3.6617,5.8141,8.3822,10.3294,12.689,18.427,2.3487,0.2572,0.3536,0.4013,0.1668,2.91381698,-0.777803954,-0.39653084
3065.3,87.0176,,,,,,,2.3098,0.2272,0.3531,0.4135,0.1839,2.686165808,-1.693363147,-0.883097765
3065.3736,88.0546,3.8648,6.0658,8.6175,10.5221,12.7872,18.4746,2.4257,0.2679,0.3607,0.5502,0.1156,2.916396816,-0.937042166,-0.259479414
3065.4,86.5641,,,,,,,2.317,0.2223,0.3497,0.4328,0.1832,2.60042787,-1.697176827,-0.837479551
3065.5,91.6112,,,,,,,2.3128,0.2112,0.3868,0.4727,0.1922,2.316251284,-1.649218782,-0.749294341
3065.526,87.3995,4.7143,7.8302,11.2592,13.9125,16.8216,24.2664,2.4981,0.2731,0.3559,0.5962,0.0824,3.189092677,-1.084072788,-0.224608028
3065.6,93.7209,,,,,,,2.3086,0.2132,0.4024,0.4925,0.1987,2.166158084,-1.615959129,-0.708260818
3065.6784,84.4489,4.6264,7.578,10.7769,13.1255,16.1044,23.0877,2.4922,0.2857,0.3342,0.5723,0.1036,3.139300008,-0.984640245,-0.242376254
3065.7,96.586,,,,,,,2.3065,0.2196,0.4234,0.5045,0.2011,2.086268187,-1.603952982,-0.684187439
3065.8,105.9394,,,,,,,2.3121,0.2257,0.4922,0.5213,0.1965,2.032756036,-1.627092848,-0.651429587
3065.8308,85.309,4.0908,6.5884,9.0476,11.0619,13.4386,19.2273,2.4293,0.28,0.3405,0.4505,0.1457,2.956331144,-0.836540448,-0.346305205
3065.9,114.018,,,,,,,2.3439,0.2338,0.5516,0.5998,0.1762,1.893066782,-1.736135565,-0.511159013
3065.9832,79.1619,3.8138,5.7951,8.0815,9.7475,11.7956,17.0258,2.3711,0.2681,0.2953,0.4241,0.1745,2.834729841,-0.758204569,-0.372531728
3066,123.3289,,,,,,,2.3893,0.2444,0.6201,0.7353,0.1476,1.721497936,-1.913249367,-0.3074767
3066.1,141.5523,,,,,,,2.4446,0.2622,0.7541,0.8841,0.1118,1.715777948,-2.191043718,-0.123185101
3066.1356,76.2449,3.6638,5.2641,7.2587,8.7614,10.4907,15.2408,2.3506,0.2523,0.2739,0.4286,0.1786,2.723976042,-0.748118545,-0.367947833
3066.288,78.7173,3.9929,6.0514,7.9568,9.9662,11.9142,17.1584,2.3512,0.2457,0.292,0.3969,0.172,2.84248785,-0.764471553,-0.401318901
3066.4404,84.3579,4.2994,7.3729,9.5753,12.0588,14.6424,20.6373,2.3751,0.242,0.3335,0.4229,0.1544,3.027100118,-0.811352704,-0.373762315
3066.5928,88.2584,4.0422,7.2189,9.6526,12.0541,14.7081,20.6695,2.4166,0.2334,0.3622,0.4485,0.1304,3.028659184,-0.884722409,-0.348237553
3066.7452,86.5167,5.5197,9.7222,13.885,16.9079,20.8382,29.5787,2.4312,0.2311,0.3494,0.3912,0.1339,3.387054508,-0.873219423,-0.407601154
3066.8976,84.5614,5.3492,8.8761,13.005,15.7858,19.4974,28.0399,2.3887,0.223,0.335,0.3414,0.1638,3.333628496,-0.785686103,-0.466736483
3067.05,82.2743,5.4602,9.1148,13.5381,16.9504,20.9775,30.5605,2.3183,0.2229,0.3182,0.2746,0.2001,3.419708325,-0.698752911,-0.561299467
3067.2,144.1255,,,,,,,2.5118,0.2107,0.773,0.9764,0.0707,2.19527824,-2.649309706,-0.02388294
3067.2024,82.2809,6.9412,12.3272,18.0756,23.6922,29.2908,42.7302,2.2653,0.2296,0.3182,0.2112,0.2165,3.75490593,-0.664542099,-0.675306086
3067.3,134.5599,,,,,,,2.4686,0.1997,0.7026,0.7441,0.0981,2.333230683,-2.321767912,-0.295579845
3067.3548,78.8414,8.3249,14.8958,21.4116,28.3767,35.2171,51.4101,2.2513,0.2415,0.293,0.2202,0.218,3.939834651,-0.661543506,-0.657182685
3067.4,123.8274,,,,,,,2.4242,0.1883,0.6237,0.59,0.1263,2.47287624,-2.06909525,-0.527632742
3067.5,111.7881,,,,,,,2.3792,0.1763,0.5352,0.4827,0.1529,2.613622299,-1.877971166,-0.728359936
3067.5072,75.4732,5.98,8.6489,11.5634,14.2978,17.5947,25.6777,2.2638,0.2608,0.2682,0.3306,0.212,3.245622911,-0.673664139,-0.480697151
3067.6,100.598,,,,,,,2.3435,0.1714,0.4529,0.4124,0.1713,2.768442639,-1.764338874,-0.885761527
3067.6596,67.7317,5.3171,7.2632,9.3471,11.2667,13.735,19.6985,2.3079,0.2529,0.2113,0.3479,0.191,2.980542491,-0.718966633,-0.458545571
3067.7,89.3185,,,,,,,2.3191,0.1661,0.37,0.3664,0.1838,2.92223104,-1.693907069,-1.004029646
3067.8,77.81,,,,,,,2.3102,0.1593,0.2854,0.3393,0.1884,3.07784668,-1.669187917,-1.080870607
3067.812,65.6416,6.2023,9.1266,11.5266,13.7371,16.978,23.6945,2.3847,0.2522,0.1959,0.4169,0.1468,3.165242954,-0.833273944,-0.379968105
3067.9,67.7134,,,,,,,2.3045,0.1615,0.2111,0.321,0.1915,3.203758126,-1.65286747,-1.136314156
3067.9644,62.9022,7.7241,14.6821,18.0931,21.4996,26.7348,35.478,2.4469,0.2421,0.1758,0.3824,0.1169,3.568912786,-0.932185489,-0.417482116
3068,58.3072,,,,,,,2.2993,0.1633,0.142,0.3049,0.1944,3.325694078,-1.637837387,-1.187771425
3068.1,49.8017,,,,,,,2.294,0.1621,0.0794,0.2893,0.1972,3.452254815,-1.623536837,-1.240291067
3068.1168,63.0352,7.1029,15.3612,20.3364,23.5388,29.2856,38.7919,2.4358,0.2402,0.1767,0.3669,0.1447,3.658211462,-0.839531469,-0.435452288
3068.2,45.7919,,,,,,,2.2841,0.1629,0.0499,0.2571,0.2011,3.693401713,-1.603952982,-1.358290165
3068.2692,62.7785,6.746,12.0279,16.4357,18.3431,22.4407,30.6936,2.3608,0.2369,0.1748,0.3104,0.1844,3.424054164,-0.734239083,-0.508078287
3068.3,43.1756,,,,,,,2.2771,0.1626,0.0307,0.2324,0.2037,3.906344916,-1.591106956,-1.459295254
3068.4,41.6504,,,,,,,2.2786,0.1592,0.0195,0.2173,0.2022,4.079723189,-1.598497972,-1.526476392
3068.4216,67.3619,6.2478,9.6429,12.8864,14.3031,17.1108,23.5083,2.2908,0.2264,0.2085,0.321,0.2156,3.15735355,-0.666351243,-0.493494968
3068.5,41.8272,,,,,,,2.2837,0.1603,0.0208,0.2181,0.1994,4.096597024,-1.612442421,-1.522801606
3068.574,70.6814,4.9896,8.0949,10.3739,11.5012,13.4918,18.2613,2.2508,0.2204,0.233,0.3213,0.228,2.904784066,-0.642065153,-0.493089274
3068.6,42.4719,,,,,,,2.2891,0.161,0.0255,0.2223,0.1967,4.076401205,-1.626075554,-1.503727458
3068.7,43.1137,,,,,,,2.2923,0.1574,0.0302,0.2251,0.195,4.061072123,-1.63475572,-1.491210531
3068.7264,70.9272,5.8048,11.157,14.372,16.6914,19.2175,26.0986,2.2193,0.2109,0.2348,0.2336,0.2383,3.261881673,-0.622875958,-0.631527162
3068.8,44.0558,,,,,,,2.2937,0.1553,0.0372,0.2278,0.1943,4.03521008,-1.638351923,-1.479287228
3068.8788,69.9437,11.4837,23.7133,31.6149,36.9667,42.5369,58.3761,2.187,0.2039,0.2275,0.171,0.2428,4.066906559,-0.614751318,-0.76700389
3068.9,44.7697,,,,,,,2.2949,0.1534,0.0424,0.2287,0.1936,4.028688973,-1.641961104,-1.475344178
3069,44.2348,,,,,,,2.2984,0.1499,0.0385,0.2232,0.1915,4.106618923,-1.65286747,-1.499687048
3069.0312,66.8509,12.1346,18.5767,24.1981,26.8173,30.4662,41.8595,2.1896,0.2041,0.2048,0.2472,0.2406,3.734318772,-0.618704377,-0.606951534
3069.1,44.1961,,,,,,,2.3034,0.1476,0.0382,0.2293,0.1891,4.071809204,-1.665479303,-1.472724089
3069.1836,68.706,6.2514,8.8331,10.9708,11.7833,13.2186,17.7261,2.2108,0.1929,0.2184,0.3427,0.2344,2.87503813,-0.630042393,-0.465085896
3069.2,44.2673,,,,,,,2.3082,0.1455,0.0387,0.2366,0.1868,4.024955184,-1.677716753,-1.441384327
3069.3,43.7523,,,,,,,2.3085,0.1422,0.0349,0.2216,0.1859,4.182479058,-1.682546384,-1.506881324
3069.336,69.0625,6.5516,9.4312,11.8819,12.8614,14.3386,19.5913,2.2086,0.1784,0.221,0.2674,0.2379,2.97508559,-0.623605558,-0.572838597
3069.4,43.5542,,,,,,,2.3054,0.1408,0.0335,0.2084,0.1869,4.308665307,-1.677181565,-1.568295969
3069.4884,70.8029,24.2999,37.2385,47.6749,52.9586,60.3925,83.0876,2.164,0.1728,0.2338,0.1244,0.2527,4.419895473,-0.597394758,-0.90517962
3069.5,43.4094,,,,,,,2.3004,0.1408,0.0324,0.1984,0.1891,4.3951193,-1.665479303,-1.617470084
3069.6,42.312,,,,,,,2.2939,0.1432,0.0244,0.2028,0.1929,4.316491617,-1.645583359,-1.595535007
3069.6408,76.568,33.0753,45.3634,54.3193,59.3001,67.1542,88.0752,2.1289,0.1795,0.2762,0.1788,0.2613,4.478190995,-0.58286059,-0.747632486
3069.7,41.8971,,,,,,,2.2897,0.1467,0.0213,0.2016,0.1952,4.310799125,-1.633730605,-1.601469743
3069.7932,83.3422,9.4679,10.7073,11.8018,12.2946,14.1195,16.5284,2.1398,0.2068,0.326,0.3652,0.2536,2.805080113,-0.595850751,-0.437469231
3069.8,41.9092,,,,,,,2.2874,0.1507,0.0214,0.1966,0.1962,4.357113873,-1.628620732,-1.626584071
3069.9,41.3269,,,,,,,2.289,0.1523,0.0171,0.1935,0.1952,4.405771237,-1.633730605,-1.642477767
3069.9456,95.7421,6.63,7.4665,8.0027,8.4014,9.5148,10.9798,2.1972,0.2242,0.4172,0.3698,0.2216,2.396057221,-0.654430244,-0.432033093
3070,40.8781,,,,,,,2.2893,0.153,0.0138,0.1993,0.1954,4.341985585,-1.632706539,-1.612944052
3070.098,96.1243,9.1867,9.5341,10.3937,10.4205,11.9248,13.065,2.2387,0.235,0.42,0.3987,0.204,2.569936899,-0.690369833,-0.399353764
3070.1,40.5589,,,,,,,2.2882,0.1531,0.0115,0.2143,0.1968,4.168646206,-1.625567294,-1.540378377
3070.2,41.0977,,,,,,,2.2728,0.155,0.0154,0.2013,0.2044,4.231254616,-1.587676421,-1.602958946
3070.2504,98.3002,11.5958,12.0972,12.7583,12.8678,14.7555,15.8362,2.2336,0.2213,0.436,0.3139,0.2022,2.762298459,-0.694218849,-0.503208684
3070.3,41.9862,,,,,,,2.258,0.1587,0.022,0.1921,0.2118,4.260380051,-1.552112846,-1.649739209
3070.4,43.2302,,,,,,,2.2438,0.1642,0.0311,0.186,0.219,4.258353631,-1.518683549,-1.682008605
3070.4028,103.8499,12.089,13.522,13.6957,13.5264,15.7391,16.9854,2.2252,0.226,0.4768,0.4509,0.2068,2.832354152,-0.684449466,-0.345919765
