DEPTH,GR,RLA1,RLA2,RLA3,RLA4,RLA5,RT_HRLT,RHOB,TNPH,Vsh,Sw,Por,LogRt,LogPhiT,LogSwT
3043.2,135.151,,,,,,,2.1751,0.157,0.707,0.1051,0.2009,4.879804252,-1.604948007,-2.252843001
3043.2756,47.1226,285.5134,253.5918,355.6802,365.3751,393.8465,549.8783,2.0764,0.0862,0.0597,0.0618,0.2507,6.309696981,-0.600845666,-1.209011525
3043.3,123.1566,,,,,,,2.1678,0.1634,0.6188,0.1083,0.2058,4.886621135,-1.580850456,-2.222850125
3043.4,111.7802,,,,,,,2.1614,0.1642,0.5351,0.1194,0.2112,4.754558687,-1.554949727,-2.125276078
3043.428,46.442,322.1496,376.8715,466.6337,483.8935,513.5151,672.4837,2.0833,0.0842,0.0547,0.0584,0.2461,6.510977873,-0.608888386,-1.233587153
3043.5,98.429,,,,,,,2.1574,0.1622,0.437,0.1518,0.2188,4.337612258,-1.519597208,-1.885191414
3043.5804,45.517,280.2722,316.1431,355.6502,377.2275,393.8312,475.4478,2.1054,0.0882,0.0479,0.0891,0.2372,6.164257097,-0.624885315,-1.050122296
3043.6,86.9236,,,,,,,2.1565,0.1602,0.3524,0.1993,0.2272,3.801745979,-1.481924592,-1.612944052
3043.7,86.1406,,,,,,,2.1645,0.1618,0.3466,0.1529,0.2168,4.409224643,-1.528780009,-1.877971166
3043.7328,42.2851,214.6056,153.9448,160.2501,169.5591,173.3361,187.069,2.1289,0.0932,0.0242,0.1214,0.232,5.231477533,-0.634512015,-0.915781313
3043.8,86.6806,,,,,,,2.1701,0.1611,0.3506,0.1461,0.2133,4.520567179,-1.545055654,-1.92346396
3043.8852,45.6618,186.0351,116.5479,119.6782,126.747,128.1976,139.5334,2.1533,0.0993,0.049,0.1428,0.2249,4.938303999,-0.648010545,-0.845271793
3043.9,88.1072,,,,,,,2.1748,0.1592,0.3611,0.1496,0.2115,4.480401432,-1.55353028,-1.899790213
3044,90.92,,,,,,,2.1805,0.1572,0.3818,0.1518,0.209,4.454901794,-1.565421027,-1.885191414
3044.0376,47.1174,63.1644,50.2953,50.7497,52.0176,53.3835,51.1326,2.1751,0.1028,0.0597,0.2693,0.2251,3.934422259,-0.647624505,-0.569763647
3044.1,92.4514,,,,,,,2.1804,0.1557,0.393,0.1616,0.2102,4.316468928,-1.559695821,-1.822631133
3044.19,51.2712,31.3287,26.0632,26.1734,27.5307,26.7256,24.5179,2.1824,0.1062,0.0902,0.2725,0.2251,3.199403463,-0.647624505,-0.564633493
3044.2,92.8557,,,,,,,2.1785,0.1557,0.396,0.1785,0.2134,4.095748576,-1.54458694,-1.723166678
3044.3,90.0654,,,,,,,2.1911,0.1644,0.3755,0.1834,0.2085,4.095748576,-1.567816238,-1.696085719
3044.3424,47.5915,138.9564,119.877,131.372,135.4679,134.0524,128.1097,2.1616,0.0989,0.0632,0.1071,0.2335,4.852886928,-0.631713115,-0.970210529
3044.4,89.6825,,,,,,,2.2036,0.1744,0.3727,0.2047,0.2057,3.905058812,-1.581336482,-1.586209786
3044.4948,45.4552,225.7703,176.1008,192.8901,205.4498,204.6793,214.0352,2.1398,0.0889,0.0475,0.1085,0.2336,5.366140487,-0.631527162,-0.964570262
3044.5,91.0994,,,,,,,2.2151,0.1853,0.3831,0.2507,0.2067,3.486083725,-1.576486812,-1.383498274
3044.6,93.0208,,,,,,,2.209,0.1954,0.3972,0.2371,0.2075,3.583118858,-1.572623939,-1.439273286
3044.6472,42.7767,228.9051,210.6929,232.9437,240.5808,240.6925,248.8886,2.1295,0.0809,0.0278,0.0897,0.2343,5.517005407,-0.630227711,-1.047207557
3044.7,95.6959,,,,,,,2.2025,0.1976,0.4169,0.2458,0.2117,3.465735903,-1.552585101,-1.403237082
3044.7996,44.6208,264.4836,312.8941,351.3214,353.5963,355.0163,419.1135,2.1351,0.079,0.0413,0.0749,0.232,6.038141766,-0.634512015,-1.125518182
3044.8,99.0296,,,,,,,2.1957,0.1926,0.4414,0.2867,0.2213,3.068569081,-1.508236032,-1.249318906
3044.9,98.5753,,,,,,,2.1834,0.181,0.4381,0.2921,0.2285,2.977232198,-1.476219069,-1.23065907
3044.952,46.3412,271.5888,277.3354,378.4122,378.6309,381.2448,526.8362,2.1441,0.0809,0.054,0.0717,0.2302,6.266889684,-0.637894681,-1.144480844
3045,97.8732,,,,,,,2.1731,0.1681,0.4329,0.2605,0.2282,3.213095149,-1.477532842,-1.345152418
3045.1,96.9026,,,,,,,2.165,0.1538,0.4258,0.2143,0.2247,3.631525727,-1.4929891,-1.540378377
3045.1044,51.1359,258.945,241.6144,333.1246,340.1894,345.2792,482.2511,2.1616,0.0867,0.0892,0.0825,0.2257,6.178464933,-0.646468441,-1.083546051
3045.2,93.7215,,,,,,,2.1557,0.1452,0.4024,0.2109,0.2289,3.646457222,-1.474470052,-1.556371191
3045.2568,54.9472,110.3887,93.2375,113.2162,121.9023,123.2411,131.9617,2.1756,0.0942,0.1173,0.1589,0.2247,4.882511729,-0.648396928,-0.798876103
3045.3,90.0461,,,,,,,2.1465,0.1375,0.3753,0.1999,0.2318,3.747471423,-1.461880348,-1.609938037
3045.4,85.8548,,,,,,,2.1376,0.1306,0.3445,0.1815,0.2334,3.948289359,-1.455001559,-1.706499625
3045.4092,55.9303,143.8313,97.8308,111.6272,124.5307,126.8025,132.7132,2.1706,0.0923,0.1245,0.1093,0.2278,4.888190409,-0.64244628,-0.961379838
3045.5,79.7946,,,,,,,2.16,0.122,0.3,0.1627,0.2207,4.292662492,-1.510950966,-1.815847265
3045.5616,57.2826,308.8711,265.9625,288.7131,342.6947,357.0677,416.6342,2.1507,0.0875,0.1344,0.0701,0.228,6.032208619,-0.642065153,-1.154281982
3045.6,74.2726,,,,,,,2.1692,0.1166,0.2594,0.1555,0.2159,4.454487984,-1.532939941,-1.861109547
3045.7,69.9175,,,,,,,2.152,0.1168,0.2273,0.1551,0.224,4.423115794,-1.496109227,-1.863685209
3045.714,56.9138,188.4644,165.5921,162.5356,197.9931,207.3697,225.1034,2.1543,0.0831,0.1317,0.1496,0.2233,5.416559852,-0.651111277,-0.825068406
3045.8,65.3795,,,,,,,2.1593,0.1184,0.194,0.1556,0.221,4.470010039,-1.509592577,-1.860466667
3045.8664,56.7909,68.3184,56.077,55.4937,59.1055,63.128,59.8635,2.1743,0.0878,0.1308,0.1939,0.2143,4.09206697,-0.668977829,-0.712422191
3045.9,61.848,,,,,,,2.1679,0.1208,0.168,0.1588,0.2178,4.477959348,-1.524178068,-1.84010973
3046,60.3644,,,,,,,2.1713,0.1241,0.1571,0.1672,0.2175,4.383012399,-1.525556428,-1.788564578
3046.0188,52.365,219.6775,199.4559,216.4559,218.6006,246.914,279.8398,2.1832,0.0894,0.0983,0.0726,0.2153,5.634217297,-0.66695597,-1.139063379
3046.1,58.6625,,,,,,,2.1779,0.1266,0.1446,0.174,0.2155,4.327561209,-1.534794369,-1.74869998
3046.1712,47.268,353.4786,424.7112,528.5576,551.296,666.2589,878.0666,2.1622,0.0886,0.0608,0.0571,0.218,6.777722445,-0.661543506,-1.243363892
3046.2,57.1247,,,,,,,2.1822,0.1285,0.1333,0.1768,0.214,4.316618402,-1.541779264,-1.732736129
3046.3,56.1171,,,,,,,2.1786,0.1298,0.1259,0.1707,0.2148,4.390221713,-1.538047916,-1.767847649
3046.3236,43.5885,298.4721,318.5764,394.3161,418.1702,517.8069,687.1102,2.1324,0.0816,0.0337,0.0674,0.2315,6.532494687,-0.635449005,-1.171340103
3046.4,55.0228,,,,,,,2.1753,0.1317,0.1178,0.166,0.2158,4.448406428,-1.533403226,-1.795767491
3046.476,41.983,267.704,263.3719,308.6488,344.3277,428.0181,570.562,2.1143,0.0787,0.0219,0.0673,0.2383,6.34662184,-0.622875958,-1.171984936
3046.5,54.3175,,,,,,,2.1712,0.1333,0.1126,0.1616,0.2171,4.499886334,-1.527397202,-1.822631133
3046.6,54.9289,,,,,,,2.164,0.1334,0.1171,0.1561,0.2196,4.547476452,-1.515947569,-1.857258451
3046.6284,40.0723,259.9306,243.1608,291.4163,340.0358,416.8498,573.6838,2.1089,0.0732,0.0079,0.0679,0.2401,6.352078373,-0.61960784,-1.168130226
3046.7,56.1473,,,,,,,2.1582,0.1335,0.1261,0.1547,0.2219,4.537987104,-1.505528449,-1.866267521
3046.7808,41.6705,278.3687,262.2871,329.5196,390.843,477.3212,673.6571,2.111,0.0736,0.0196,0.0606,0.238,6.512721228,-0.623423043,-1.217527376
3046.8,57.6762,,,,,,,2.153,0.1333,0.1373,0.1551,0.2243,4.502560328,-1.494770837,-1.863685209
3046.9,59.4986,,,,,,,2.1475,0.1324,0.1507,0.1564,0.2268,4.452722722,-1.483686707,-1.855338451
3046.9332,43.268,286.1746,285.1074,361.3562,433.3787,532.5139,760.4857,2.1215,0.0696,0.0314,0.0601,0.2332,6.633957308,-0.632271454,-1.221125528
3047,58.4602,,,,,,,2.1318,0.1331,0.1431,0.1674,0.2357,4.24686105,-1.445195469,-1.787369121
3047.0856,50.3986,292.2965,297.7523,361.8319,447.4196,554.9958,793.3569,2.1301,0.0713,0.0838,0.0568,0.2308,6.676273183,-0.636764196,-1.245651664
3047.1,55.878,,,,,,,2.1143,0.1348,0.1241,0.1813,0.246,4.014758278,-1.402423743,-1.707602161
3047.2,52.57,,,,,,,2.1162,0.1389,0.0998,0.1533,0.241,4.431754454,-1.422958345,-1.875358493
3047.238,48.3087,297.5696,310.6154,380.4895,457.9529,571.4814,807.7762,2.1256,0.0719,0.0684,0.0579,0.235,6.69428504,-0.628932138,-1.237321436
3047.3,50.22,,,,,,,2.1157,0.1431,0.0825,0.1472,0.2404,4.541162724,-1.425451076,-1.915963073
3047.3904,45.3595,273.1433,275.389,334.3059,382.6605,485.4966,667.2476,2.1126,0.0773,0.0468,0.0628,0.2401,6.503161191,-0.61960784,-1.202040356
3047.4,48.8583,,,,,,,2.1137,0.1472,0.0725,0.1497,0.2417,4.504129217,-1.420057991,-1.899121988
3047.5,51.2749,,,,,,,2.1114,0.1484,0.0903,0.1627,0.2447,4.286148794,-1.407722309,-1.815847265
3047.5428,40.4418,273.2839,283.2814,344.1444,382.2171,485.8283,656.0843,2.1005,0.0797,0.0106,0.0635,0.2454,6.486289287,-0.610125442,-1.197226275
3047.6,53.9181,,,,,,,2.1079,0.1476,0.1097,0.1742,0.2479,4.097566034,-1.39472984,-1.747551215
3047.6952,43.3924,251.5913,242.7525,286.6576,317.5089,401.936,534.4609,2.0996,0.0782,0.0323,0.0691,0.2435,6.281258575,-0.613501034,-1.160521953
3047.7,56.6498,,,,,,,2.104,0.1452,0.1298,0.1833,0.251,3.950768606,-1.38230234,-1.696631124
3047.8,57.7749,,,,,,,2.1088,0.1439,0.1381,0.1853,0.2491,3.935587177,-1.389900857,-1.685779146
3047.8476,44.7441,265.5405,254.4712,298.7448,330.1598,411.0366,544.0997,2.1054,0.0768,0.0422,0.0667,0.2417,6.299132502,-0.61672335,-1.175874166
3047.9,58.461,,,,,,,2.1169,0.1433,0.1431,0.184,0.2451,3.975420251,-1.406088988,-1.692819521
3048,47.5718,280.6825,269.6859,309.1121,348.4325,430.8519,569.0349,2.1186,0.0767,0.063,0.0662,0.2384,6.343941768,-0.622693749,-1.179142011
3048,58.7482,,,,,,,2.1279,0.1431,0.1452,0.1803,0.2394,4.059646141,-1.429619486,-1.713133149
3048.1,59.382,,,,,,,2.1386,0.1485,0.1499,0.183,0.2349,4.059646141,-1.448595387,-1.698269126
3048.1524,44.7441,257.881,234.9519,268.7833,308.3614,380.3345,503.0978,2.125,0.0754,0.0422,0.075,0.2386,6.220784585,-0.622329561,-1.124938737
3048.2,59.9989,,,,,,,2.1425,0.1531,0.1544,0.194,0.2347,3.934750762,-1.449447176,-1.63989712
3048.3,60.5971,,,,,,,2.139,0.1566,0.1588,0.2213,0.2406,3.606977728,-1.424619475,-1.508236032
3048.3048,45.3585,203.7919,158.204,177.8779,206.7566,255.3484,320.5081,2.12,0.0763,0.0468,0.0917,0.2407,5.769907549,-0.61852391,-1.037630664
3048.4,60.9936,,,,,,,2.1534,0.1567,0.1617,0.2668,0.2411,3.203100039,-1.422543494,-1.321255965
3048.4572,41.6702,231.3267,172.6391,207.5999,234.4089,285.3878,368.9796,2.1036,0.0751,0.0196,0.0723,0.2425,5.910741358,-0.615288257,-1.140861703
3048.5,61.0308,,,,,,,2.1815,0.1565,0.162,0.322,0.2363,2.836320277,-1.442653095,-1.133203733
3048.6,60.6016,,,,,,,2.2264,0.1564,0.1588,0.3581,0.2192,2.749012986,-1.517770724,-1.026943002
3048.6096,42.162,316.6126,314.0883,372.6328,434.8023,514.4983,697.7938,2.0988,0.0728,0.0232,0.0582,0.2385,6.547923644,-0.622511617,-1.235077015
3048.7,66.7883,,,,,,,2.3065,0.1698,0.2043,0.4671,0.1936,2.390467757,-1.641961104,-0.761211911
3048.762,41.3018,319.991,346.3078,425.2351,476.2831,556.999,751.488,2.1038,0.0685,0.0169,0.0605,0.2346,6.622055241,-0.629671992,-1.218244625
3048.8,75.9462,,,,,,,2.3876,0.192,0.2717,0.6741,0.1545,1.973886563,-1.867561183,-0.394376811
3048.9144,42.2853,311.2509,342.0958,420.6544,465.2493,538.3936,724.6132,2.1166,0.0664,0.0242,0.062,0.2298,6.585637995,-0.638649976,-1.207608311
3049.0668,39.8265,313.0776,335.0862,414.6116,458.1459,537.6376,724.2831,2.1286,0.0617,0.0061,0.0646,0.2261,6.585182338,-0.645699438,-1.189767482
3049.2192,40.4409,302.3845,311.5964,389.7333,429.8922,510.5585,689.8024,2.1413,0.0624,0.0106,0.0688,0.2234,6.53640518,-0.650916831,-1.162411562
3049.3716,40.6868,237.26,187.2476,234.4381,261.2333,310.9596,422.9294,2.1482,0.0642,0.0124,0.0873,0.2227,6.047205262,-0.652279783,-1.058985756
3049.524,45.4815,254.4897,209.5997,250.3533,277.723,329.3686,437.2423,2.1456,0.0696,0.0477,0.0742,0.224,6.080487504,-0.649751982,-1.129596095
3049.6764,43.1468,246.1679,204.7844,231.0906,264.2631,315.5474,402.8351,2.1392,0.0702,0.0305,0.088,0.2273,5.998527297,-0.643400564,-1.055517328
3049.7,151.2967,,,,,,,2.4162,0.3058,0.8257,0.8831,0.1278,1.472678458,-2.057288737,-0.124316835
3049.8,148.8009,,,,,,,2.3586,0.2635,0.8074,0.7377,0.163,1.479602538,-1.814005078,-0.304218041
3049.8288,43.6386,219.3696,163.3741,175.3544,200.5078,245.3821,232.9326,2.1302,0.0716,0.0341,0.1038,0.2298,5.450749141,-0.638649976,-0.983802646
3049.9,140.3562,,,,,,,2.2983,0.2276,0.7453,0.6252,0.2006,1.514885445,-1.606442403,-0.46968368
3049.9812,42.9009,255.6862,205.7435,226.2971,246.3916,312.4304,368.5876,2.1228,0.0696,0.0287,0.0764,0.2321,5.909678404,-0.63432486,-1.116906641
3050,128.4664,,,,,,,2.2393,0.1951,0.6578,0.5282,0.2378,1.616949629,-1.436325295,-0.638280279
3050.1,112.0891,,,,,,,2.1905,0.1662,0.5374,0.4404,0.2555,1.907169321,-1.364532869,-0.820071874
3050.1336,46.8331,244.0807,192.8876,211.6591,229.5793,300.1934,341.7621,2.1114,0.0687,0.0576,0.0972,0.2359,5.834114881,-0.627272059,-1.012333735
3050.2,96.7219,,,,,,,2.1563,0.1467,0.4244,0.383,0.2606,2.192390691,-1.344768614,-0.95972029
3050.286,45.2349,218.2254,165.754,184.4964,195.4678,264.5391,302.225,2.1047,0.0699,0.0458,0.0769,0.2376,5.711171773,-0.624153564,-1.11407366
3050.3,83.005,,,,,,,2.1331,0.1326,0.3236,0.3449,0.2649,2.414957965,-1.328402883,-1.064500759
3050.4,76.2861,,,,,,,2.1311,0.1217,0.2742,0.3387,0.2646,2.472142196,-1.329536027,-1.082640519
3050.4384,45.3578,309.4086,302.8438,354.8678,374.657,500.9335,655.7246,2.1018,0.0714,0.0467,0.06,0.2385,6.485740884,-0.622511617,-1.22184875
3050.5,71.2462,,,,,,,2.1373,0.1181,0.2371,0.3407,0.2618,2.493255038,-1.340174426,-1.076752954
3050.5908,43.6497,276.6394,243.2261,275.0864,300.3152,398.9241,523.1859,2.1064,0.0736,0.0342,0.0729,0.234,6.25993685,-0.630784143,-1.137272472
3050.6,67.5222,,,,,,,2.1517,0.1198,0.2097,0.3483,0.2557,2.5001072,-1.363750397,-1.054691102
3050.7,66.4566,,,,,,,2.1984,0.1292,0.2019,0.3639,0.2343,2.571718701,-1.451152933,-1.010876174
3050.7432,45.855,256.434,212.4811,248.369,276.2838,362.4692,488.895,2.1166,0.0726,0.0504,0.0705,0.2309,6.192147742,-0.636576067,-1.151810883
3050.8,65.7554,,,,,,,2.2594,0.1418,0.1967,0.4222,0.2114,2.445498586,-1.554003206,-0.862276144
3050.8956,42.1667,252.086,212.7167,242.9457,286.9799,369.9858,509.2185,2.1283,0.0734,0.0233,0.074,0.2276,6.232877198,-0.642827742,-1.13076828
3050.9,65.5951,,,,,,,2.3329,0.1572,0.1956,0.5434,0.1889,2.112211203,-1.666537504,-0.609909582
3051,71.1611,,,,,,,2.4427,0.1807,0.2365,0.7756,0.1217,2.112211203,-2.106196279,-0.254118356
3051.048,41.67,240.1078,189.1601,216.7128,268.1833,340.4225,479.6873,2.137,0.0691,0.0196,0.0777,0.2259,6.173134433,-0.646083769,-1.109578981
3051.2004,41.0555,227.9568,169.0572,200.7554,246.7393,312.0039,441.9607,2.1431,0.0669,0.0151,0.0808,0.2255,6.091220964,-0.646853454,-1.092588639
3051.3528,44.8668,243.4321,175.8536,221.7761,260.6703,326.3054,459.0564,2.1551,0.064,0.0431,0.0775,0.2215,6.129173078,-0.654626269,-1.110698297
3051.5052,46.2192,240.5365,185.1304,237.7305,269.7258,336.8118,467.9994,2.1705,0.0674,0.0531,0.0805,0.216,6.148467014,-0.665546249,-1.09420412
3051.6576,43.8844,201.4282,161.4658,196.0594,221.8892,275.2366,373.0893,2.1817,0.0665,0.0359,0.094,0.2117,5.921817801,-0.674279142,-1.026872146
3051.81,43.7615,166.2956,156.1534,175.3779,193.4136,238.6531,304.237,2.1824,0.0695,0.035,0.0999,0.2095,5.717807003,-0.678815973,-1.000434512
3051.9624,39.9502,187.6459,157.9309,179.4429,193.8149,236.0123,279.6519,2.1803,0.069,0.007,0.1112,0.2087,5.633545615,-0.680477551,-0.953895213
3052.1148,41.4248,187.4452,132.5204,148.4512,161.8662,192.6532,165.6891,2.1899,0.0744,0.0178,0.1448,0.2004,5.110113141,-0.698102283,-0.839231438
3052.2672,43.146,89.701,77.5519,83.0339,90.6569,107.0145,112.8374,2.2163,0.0766,0.0305,0.2077,0.1951,4.725947844,-0.709742731,-0.682563503
3052.4196,49.539,25.6952,23.2716,24.2527,25.9008,30.0115,30.1308,2.2433,0.0878,0.0775,0.3313,0.1869,3.405547904,-0.728390699,-0.479778564
3052.572,52.1196,44.5805,40.597,43.3768,47.6479,52.0552,53.9907,2.2564,0.0866,0.0965,0.1872,0.187,3.98881181,-0.728158393,-0.727694156
3052.7244,50.3413,95.8363,80.625,88.2624,93.5342,105.7127,104.1672,2.2496,0.0901,0.0834,0.1907,0.1917,4.6459973,-0.717377887,-0.719649307
3052.8768,52.2984,54.0974,48.4174,52.8754,54.7455,61.5877,63.0608,2.2383,0.0897,0.0978,0.2106,0.199,4.14409934,-0.701146924,-0.676541633
3053.0292,51.692,47.6396,50.5155,54.4293,55.4641,63.127,70.7304,2.2302,0.0958,0.0933,0.1898,0.2033,4.258875466,-0.691862621,-0.721703792
3053.1816,53.839,46.1505,47.2787,52.3955,51.6627,60.0151,66.6032,2.2249,0.0935,0.1091,0.2015,0.2009,4.198752624,-0.697020063,-0.69572495
3053.334,47.4492,49.6455,46.7428,55.0775,53.258,62.5235,69.8715,2.2217,0.0908,0.0621,0.197,0.1996,4.246657841,-0.699839463,-0.705533774
3053.4864,50.1539,45.8404,44.6368,51.3079,50.6012,60.1002,67.6983,2.2162,0.09,0.082,0.2005,0.1991,4.215061069,-0.70092874,-0.697885623
3053.6388,48.1869,33.6792,34.6538,36.7421,38.3093,46.1959,51.6866,2.2205,0.0955,0.0676,0.2458,0.2011,3.94519856,-0.696587929,-0.609418121
3053.7912,49.2928,28.9981,28.7579,29.475,32.7454,38.8466,43.8268,2.2326,0.097,0.0757,0.2356,0.1973,3.780245502,-0.704872915,-0.627824714
3053.9436,49.4157,41.4854,39.192,40.423,45.8747,54.7464,63.2072,2.2447,0.0967,0.0766,0.2117,0.193,4.146418219,-0.714442691,-0.674279142
3054.096,46.4627,41.3735,37.364,38.9745,43.9827,54.0274,62.7222,2.2502,0.1002,0.0549,0.2163,0.1938,4.138715452,-0.712646227,-0.664943481
3054.2484,46.8389,31.8178,30.013,31.6331,35.5545,44.6284,52.4168,2.2448,0.1,0.0576,0.2357,0.2009,3.959227151,-0.697020063,-0.627640417
3054.4008,41.5456,40.7221,40.0668,44.182,49.962,62.2111,77.1188,2.2373,0.0968,0.0187,0.1634,0.2044,4.34534709,-0.689519109,-0.786747948
3054.5532,45.1133,88.0751,81.9782,96.7518,108.0384,138.5606,184.7219,2.2279,0.0905,0.045,0.1254,0.2045,5.218851451,-0.689306688,-0.901702464
3054.7056,44.2528,88.6226,77.6257,95.2504,103.2814,133.7182,180.704,2.2188,0.088,0.0386,0.1304,0.2031,5.196860333,-0.692290077,-0.884722409
3054.858,49.5366,75.2066,77.4618,93.6981,103.1279,131.6434,177.145,2.2252,0.0974,0.0775,0.1344,0.2007,5.176968606,-0.697452628,-0.871600731
3055.0104,59.8638,27.8141,34.7103,41.4775,45.8106,57.9493,77.0072,2.2538,0.1259,0.1534,0.2648,0.1905,4.343898924,-0.72010502,-0.577082019
3055.1628,84.8212,8.505,10.1743,11.4988,12.3998,15.3156,19.3534,2.3128,0.1708,0.3369,0.4595,0.1613,2.962868115,-0.792365633,-0.337714484
3055.2,152.1998,,,,,,,2.4413,0.2402,0.8324,0.8564,0.1125,1.743216774,-2.184802057,-0.155017722
3055.3,150.0902,,,,,,,2.3597,0.2238,0.8168,0.6315,0.1622,1.831701076,-1.818925137,-0.459657337
3055.3152,109.5205,5.121,5.7587,6.3129,6.8666,8.3328,10.1368,2.3958,0.2222,0.5185,0.6945,0.1247,2.316172367,-0.904133547,-0.15832775
3055.4,147.9555,,,,,,,2.2655,0.2031,0.8011,0.4995,0.2195,1.844541655,-1.516403046,-0.694147681
3055.5,141.2553,,,,,,,2.18,0.179,0.7519,0.4297,0.2555,1.900613874,-1.364532869,-0.844667988
3055.6,125.039,,,,,,,2.1172,0.1497,0.6326,0.3753,0.2785,2.05605776,-1.27833722,-0.980029573
3055.7,106.4327,,,,,,,2.0804,0.127,0.4958,0.2865,0.2784,2.648887427,-1.278696351,-1.250016743
3055.7724,131.895,3.1765,3.8103,4.139,4.4523,5.2531,6.3812,2.4931,0.2716,0.6831,0.9488,0.091,1.853356167,-1.040958608,-0.022825324
3055.8,86.0134,,,,,,,2.057,0.1089,0.3457,0.2549,0.2847,2.907960608,-1.256319285,-1.366883968
3055.9,62.4061,,,,,,,2.0515,0.098,0.1721,0.2948,0.2961,2.600628303,-1.217058044,-1.221458119
3055.9248,123.535,3.0713,4.0286,4.4256,4.7319,5.5393,6.9199,2.4736,0.2707,0.6216,0.8724,0.1006,1.934401319,-0.997402019,-0.059284343
3056,49.3073,,,,,,,2.0572,0.0931,0.0758,0.247,0.2842,3.108024708,-1.258077063,-1.398366942
3056.0772,115.6666,3.4626,4.8187,5.7108,6.061,7.0436,9.2125,2.4645,0.2766,0.5637,0.7263,0.1066,2.220561258,-0.972242795,-0.138883956
3056.1,40.968,,,,,,,2.0689,0.0916,0.0145,0.2199,0.2739,3.471500506,-1.294992203,-1.514582381
3056.2,37.0103,,,,,,,2.088,0.095,0,0.234,0.2673,3.391062867,-1.319383656,-1.452434164
3056.2296,105.4674,3.5473,5.0916,6.3051,6.8463,7.9918,10.7597,2.4517,0.2689,0.4887,0.6632,0.1199,2.375807673,-0.921180817,-0.178355482
3056.3,36.1457,,,,,,,2.1154,0.0993,0,0.2337,0.2542,3.490352293,-1.36963392,-1.453717037
3056.382,111.8603,2.8912,3.9448,5.112,5.6759,6.6667,9.2292,2.4142,0.2746,0.5357,0.6267,0.1437,2.222372371,-0.842543232,-0.202940305
3056.4,37.1255,,,,,,,2.1487,0.1053,0,0.2338,0.2385,3.61400234,-1.433385969,-1.45328923
3056.5,40.584,,,,,,,2.1934,0.117,0.0116,0.2525,0.2199,3.591068149,-1.514582381,-1.37634403
3056.5344,122.6793,2.7329,3.5297,4.7878,5.4996,6.4222,9.2202,2.3814,0.2622,0.6153,0.5453,0.1538,2.221396729,-0.813043665,-0.263364502
3056.6,48.4977,,,,,,,2.2373,0.1295,0.0698,0.3007,0.2051,3.299603836,-1.584257614,-1.201642189
3056.6868,126.8573,3.3208,4.1285,5.6555,6.7738,7.9943,11.7754,2.3748,0.2537,0.646,0.5094,0.1481,2.46601261,-0.829444941,-0.292941059
3056.7,58.7478,,,,,,,2.2751,0.1419,0.1452,0.3781,0.1966,2.84132156,-1.626584071,-0.972596568
3056.8,68.9978,,,,,,,2.275,0.1502,0.2206,0.2972,0.1852,3.423747864,-1.686318957,-1.213349966
3056.8392,126.1197,3.2632,4.0458,5.3351,6.695,8.016,11.9092,2.4009,0.2537,0.6406,0.5593,0.1359,2.477311211,-0.866780543,-0.252355181
3056.9,74.4056,,,,,,,2.2522,0.1481,0.2603,0.2641,0.1917,3.583355036,-1.651823629,-1.33142746
3056.9916,120.5801,2.7757,3.6235,4.5512,5.9006,7.2458,10.7755,2.4247,0.239,0.5999,0.6304,0.1252,2.377275039,-0.902395671,-0.200383796
3057,76.1912,,,,,,,2.2151,0.1392,0.2735,0.2488,0.2075,3.558098561,-1.572623939,-1.391105918
3057.1,72.5214,,,,,,,2.1809,0.1303,0.2465,0.2748,0.2283,3.194976498,-1.477094725,-1.291711719
3057.144,119.2476,2.7854,3.8755,4.6651,6.1557,7.908,11.9194,2.4284,0.2543,0.5901,0.5582,0.1282,2.478167325,-0.892111975,-0.253210168
3057.2,68.4922,,,,,,,2.1622,0.1243,0.2169,0.2926,0.2407,2.9809942,-1.424203934,-1.22894879
3057.2964,111.1166,3.307,4.3465,5.3757,7.0041,9.4976,14.9828,2.4104,0.2626,0.5303,0.4852,0.1436,2.706902877,-0.84284556,-0.314079208
3057.3,64.3014,,,,,,,2.1565,0.1205,0.186,0.2896,0.2431,2.999764135,-1.414282398,-1.239254618
3057.4,63.3427,,,,,,,2.1664,0.1192,0.179,0.2487,0.2316,3.416158241,-1.462743533,-1.391507928
3057.4488,112.7221,3.1545,3.8947,5.0913,6.5044,9.2679,15.0332,2.3844,0.27,0.5421,0.46,0.157,2.710261089,-0.804100348,-0.337242168
3057.5,61.5442,,,,,,,2.1735,0.1194,0.1658,0.2376,0.2266,3.562014364,-1.48456893,-1.437166691
3057.6,58.9454,,,,,,,2.178,0.1209,0.1467,0.242,0.2252,3.546411103,-1.490766383,-1.418817553
3057.6012,116.4104,2.5481,3.2848,4.2451,5.4592,8.0117,13.021,2.3726,0.2574,0.5692,0.4904,0.1612,2.566563439,-0.792634963,-0.309449538
3057.7,56.6636,,,,,,,2.1891,0.1226,0.1299,0.2466,0.2207,3.554041494,-1.510950966,-1.399987688
3057.7536,120.7112,2.1752,2.971,3.7721,4.9151,7.2992,11.7914,2.3744,0.2578,0.6008,0.4951,0.1557,2.467370452,-0.807711387,-0.305307074
3057.8,56.3084,,,,,,,2.2101,0.1261,0.1273,0.2694,0.2138,3.424562284,-1.54271428,-1.311558015
3057.9,58.1744,,,,,,,2.2423,0.1315,0.141,0.3286,0.2063,3.055985062,-1.578423859,-1.112914073
